"wmc","dit","rfc","noc","cbo","lcom","loc","revision_num","author_num","linesadd_sum","linesadd_max","linesadd_avg","linesdel_sum","linesdel_max","linesdel_avg","codechurn_sum","codechurn_max","codechurn_avg","isBug"
27,1,40,0,3,25,1278,0,0,0,0,0,0,0,0,0,0,0,"NO"
8,2,38,0,18,28,269,2,1,5,3,2.5,1,0,0.5,4,3,2,"NO"
7,2,17,0,16,19,52,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,10,1,30,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,22,0,10,2,173,1,1,0,0,0,1,0,1,-1,0,-1,"NO"
4,2,24,0,10,6,171,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,18,0,11,3,273,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,2,21,0,12,6,279,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,10,0,14,3,63,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,46,0,16,15,279,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,10,0,12,1,138,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,7,0,9,1,30,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,9,1,54,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,10,0,11,3,79,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,9,0,10,1,36,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,9,0,11,1,65,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,2,24,0,15,10,159,2,1,5,3,2.5,16,0,8,-11,1,-5.5,"NO"
5,2,20,0,7,4,155,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,15,0,11,1,132,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,19,0,12,1,89,1,1,19,19,19,2,0,2,17,17,17,"NO"
2,2,8,0,8,1,50,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,38,0,17,15,283,2,1,31,29,15.5,13,0,6.5,18,17,9,"NO"
2,2,3,0,4,1,10,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,7,0,9,1,28,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,5,0,8,1,19,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,7,1,28,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,5,0,7,1,22,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,9,0,10,1,107,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,6,0,7,1,36,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,7,0,7,1,30,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,22,0,12,1,186,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,2,14,0,16,3,93,0,0,0,0,0,0,0,0,0,0,0,"NO"
3,2,13,0,11,3,102,0,0,0,0,0,0,0,0,0,0,0,"NO"
5,2,33,0,11,6,204,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,9,0,10,1,40,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,2,7,0,10,1,80,0,0,0,0,0,0,0,0,0,0,0,"NO"
7,2,18,0,6,21,63,1,1,28,28,28,0,0,0,28,28,28,"NO"
26,1,38,0,10,311,177,2,1,29,26,14.5,7,0,3.5,22,20,11,"NO"
4,1,21,0,14,0,298,1,1,2,2,2,2,0,2,0,0,0,"NO"
11,1,25,0,39,0,135,0,0,0,0,0,0,0,0,0,0,0,"NO"
7,1,12,0,5,13,64,0,0,0,0,0,0,0,0,0,0,0,"NO"
1,4,2,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,3,8,0,1,4,83,0,0,0,0,0,0,0,0,0,0,0,"NO"
6,1,6,0,1,15,6,0,0,0,0,0,0,0,0,0,0,0,"NO"
15,3,23,3,53,43,154,1,1,32,32,32,28,0,28,4,4,4,"YES"
54,1,139,0,59,1019,1472,3,1,93,78,31,13,0,4.33333333333333,80,73,26.6666666666667,"NO"
1,4,2,0,17,0,5,0,0,0,0,0,0,0,0,0,0,0,"NO"
12,1,25,0,3,0,212,0,0,0,0,0,0,0,0,0,0,0,"NO"
86,2,95,0,8,3655,686,1,1,0,0,0,24,0,24,-24,0,-24,"NO"
8,1,32,0,15,0,351,1,1,0,0,0,3,0,3,-3,0,-3,"NO"
19,1,72,0,19,91,1245,0,0,0,0,0,0,0,0,0,0,0,"NO"
2,1,2,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"NO"
54,1,138,1,47,1259,1694,3,1,151,125,50.3333333333333,93,0,31,58,34,19.3333333333333,"NO"
7,1,7,0,36,21,7,0,0,0,0,0,0,0,0,0,0,0,"NO"
11,4,24,0,4,23,504,1,1,68,68,68,7,0,7,61,61,61,"NO"
407,1,494,0,47,0,23683,1,1,1204,1204,1204,1155,0,1155,49,49,49,"NO"
1,1,1,0,13,0,617,0,0,0,0,0,0,0,0,0,0,0,"NO"
50,1,66,0,5,3,6336,1,1,14,14,14,2,0,2,12,12,12,"NO"
1,1,1,0,2,0,186,0,0,0,0,0,0,0,0,0,0,0,"NO"
45,1,77,0,41,898,1473,0,0,0,0,0,0,0,0,0,0,0,"NO"
37,1,112,0,24,666,1583,2,1,14,13,7,2,0,1,12,11,6,"NO"
2,3,4,0,7,1,9,0,0,0,0,0,0,0,0,0,0,0,"NO"
4,1,11,1,4,6,36,0,0,0,0,0,0,0,0,0,0,0,"NO"
